Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
314,Dr. Cabbie (U.S. only),Eros,"$225,490",220,"$118,732",220,11/26,12/11
315,The Suspect (2014),WGUSA,"$218,693",20,"$86,137",20,1/10,2/6
316,Supermensch: The Legend of Shep Gordon,RTWC,"$213,064",46,"$23,017",4,6/6,8/21
317,The Breakup Guru,CL,"$208,959",12,"$62,717",12,6/27,7/27
318,Rob the Mob,MNE,"$208,693",30,"$13,833",1,3/21,5/22
319,Under the Electric Sky,Focus,"$207,584",25,N/A,N/A,5/29,7/31
320,Jinn,Free,"$202,348",201,"$149,337",201,4/4,4/10
321,Bethlehem,AF,"$201,700",29,"$69,700",26,3/7,3/23
322,The Double (2014),Magn.,"$200,406",16,"$14,646",2,5/9,8/21
323,Listen Up Philip,Trib.,"$200,126",30,"$23,284",2,10/17,1/29
324,A Summer's Tale,BWP,"$198,126",9,"$12,863",2,6/20,10/26
325,Code Black,Long Shot,"$190,229",10,"$6,319",1,6/20,9/28
326,We Are The Best!,Magn.,"$180,590",23,"$17,664",3,5/30,9/11
327,Anita,Gold.,"$176,979",12,"$44,114",7,3/21,5/1
328,Evangelion: 3.0 You Can (Not) Redo,Elev.,"$174,945",82,"$110,825",82,1/10,2/13
329,Horns,RTWC,"$173,948",103,"$107,544",103,10/31,11/30
330,Afternoon of a Faun,KL,"$172,450",11,"$15,292",2,2/5,11/6
331,That Demon Within,CL,"$172,343",16,"$77,130",12,4/18,6/8
332,God's Pocket,IFC,"$169,976",80,"$21,482",3,5/9,6/19
333,NAS: Time is Illmatic,Trib.,"$164,540",43,"$23,200",2,10/1,11/6
334,Keep On Keepin' On,RTWC,"$163,745",9,"$12,930",2,9/19,12/18
335,Sinbad: The Fifth Voyage,GFl,"$159,862",27,N/A,N/A,2/7,2/13
336,Citizen Koch,Vari.,"$153,908",24,"$10,200",1,6/6,7/27
337,Alan Partridge: The Movie,Magn.,"$153,426",22,"$12,664",3,4/4,5/29
338,Dancing in Jaffa,IFC,"$151,098",23,"$10,564",2,4/11,5/22
339,A Coffee in Berlin,MBox,"$150,275",12,"$3,918",1,6/13,8/21
340,Godzilla: The Japanese Original,Rialto,"$150,191",21,"$10,903",1,4/18,8/14
341,Kids For Cash,Pala.,"$143,178",12,"$36,639",4,2/7,7/17
342,Gore Vidal: United States of Amnesia,IFC,"$140,164",11,"$13,744",2,5/23,7/17
343,Mistaken for Strangers,Abr.,"$138,991",9,"$87,743",9,3/28,5/15
344,The Congress,Drft.,"$137,815",37,"$28,640",15,8/29,11/13
345,The Divine Move,CJ,"$136,707",11,"$49,057",11,7/25,8/14
346,Redwood Highway,Mont.,"$134,049",17,$30,1,4/11,11/13
347,The Jewish Cardinal,FM,"$133,663",7,N/A,N/A,1/10,8/10
348,Raja Natwarlal,UTV,"$131,105",73,"$83,669",73,8/29,9/7
349,Bjork - Biophilia Live,CP,"$127,754",27,N/A,N/A,9/26,11/16
350,Make Your Move,HTR,"$125,106",142,"$81,172",142,4/18,5/1
351,Knights of Badassdom,EOne,"$123,854",13,"$17,449",13,1/21,2/27
352,Afflicted (2014),CBS,"$121,179",44,"$69,447",44,4/4,4/13
353,Finding Fela,KL,"$120,980",11,N/A,N/A,8/1,2/19
354,Zero Motivation,Zeit.,"$116,044",7,"$9,427",1,12/3,3/5
355,God the Father,RM,"$113,276",15,"$15,037",1,10/17,11/20
356,The Liberator,Cohen,"$113,067",77,"$69,992",76,10/3,10/12
357,Penton: The John Penton Story,Gathr,"$112,159",14,N/A,N/A,6/23,1/22
358,Rich Hill,Orch.,"$111,376",28,"$9,635",1,8/1,12/8
359,The Overnighters,Drft.,"$110,763",23,"$4,324",1,10/10,2/12
360,Duran Duran: Unstaged,P4,"$110,746",N/A,N/A,N/A,9/10,-
361,Anohana The Movie: The Flower We Saw That Day,Elev.,"$109,630",41,"$37,480",17,1/18,-
362,Ivory Tower,Gold.,"$106,771",12,"$17,857",2,6/13,7/17
363,Six Dance Lessons in Six Weeks,Da.,"$106,323",13,"$12,542",7,12/12,4/9
364,The Golden Era,CL,"$102,931",15,"$50,242",15,10/17,1/1
365,God Help the Girl,Ampl.,"$102,757",59,"$11,330",2,9/5,10/9
366,Coherence,Osci.,"$102,617",7,"$17,000",2,6/20,10/2
367,The Way He Looks,Strand,"$101,451",14,"$26,334",9,11/7,3/5
368,Korengal,Sab.,"$101,310",11,"$14,630",1,5/30,8/14
369,One Chance,Wein.,"$101,196",43,"$33,405",43,10/10,11/13
370,Beyond Sight: The Derek Rabelo Story,WOWF,"$101,074",2,"$26,840",2,3/7,5/8
371,The Best Offer,IFC,"$100,035",15,"$2,595",1,1/3,3/13
372,Child's Pose,Zeit.,"$97,170",10,"$12,955",2,2/19,5/1
373,Hiroshima Mon Amour (2014 re-release),Rialto,"$96,439",7,"$18,494",5,10/17,2/15
374,Cuban Fury,EOne,"$92,384",79,"$57,105",79,4/11,4/24
375,Generation War,MBox,"$91,595",7,"$7,386",1,1/15,3/27
376,Girl on a Bicycle,Mont.,"$91,401",52,"$37,610",52,2/14,4/17
377,Pump,SD,"$89,787",10,"$42,200",3,9/19,10/23
378,Breathe In,Cohen,"$89,661",41,"$15,324",18,3/28,4/24
379,The Principle,RM,"$89,543",3,"$8,657",1,10/24,-
380,Life After Beth,A24,"$88,273",30,"$15,843",2,8/15,9/11
381,Advanced Style,B360,"$87,879",12,"$6,500",1,9/26,1/15
382,Visitors (2014),Cdgm.,"$84,577",13,"$9,094",1,1/24,-
383,Watermark,EOne,"$84,464",16,"$7,724",2,4/4,5/15
384,12 O'Clock Boys,Osci.,"$82,614",21,"$44,108",21,1/31,2/27
385,Water & Power,NS,"$82,312",16,"$39,428",16,5/2,5/27
386,Fort McCoy,Mont.,"$78,948",14,"$4,070",2,8/15,11/20
387,Whitey: USA v. James J. Bulger,Magn.,"$75,881",9,"$14,287",3,6/27,8/21
388,Just a Sigh,Distrib.,"$75,531",6,"$11,500",2,3/21,6/29
389,Better Living Through Chemistry,Gold.,"$75,143",61,"$46,435",61,3/14,3/27
390,Veil of Tears,WF,"$72,078",8,"$44,358",8,3/28,4/17
391,"Flamenco, Flamenco",Da.,"$71,732",5,"$1,259",1,7/18,1/1
392,"Je T'aime, Je T'aime (2014 re-issue)",FDesk,"$71,717",2,"$12,869",1,2/14,-
393,A Letter to Momo,GK,"$71,712",7,"$4,596",1,7/23,10/9
394,The Better Angels,Ampl.,"$70,918",24,"$4,246",2,11/7,12/11
395,Take Me to the River,Abr.,"$68,598",13,"$25,588",12,9/12,10/26
396,For No Good Reason,SPC,"$67,421",21,"$4,516",2,4/25,8/14
397,The Notebook (2014),SPC,"$66,559",15,"$3,127",2,8/29,11/20
398,Through a Lens Darkly,FRun,"$65,169",3,"$9,456",1,8/27,1/29
399,Art of the Steal,RTWC,"$64,065",60,"$40,003",60,3/14,3/27
400,Jealousy,Distrib.,"$63,946",6,"$5,533",1,8/15,10/12
Summary of 702 Movies on Chart:
Totals:,"$10,435,427,977",-,-,-,-,-
Averages:,"$14,865,282",-,-,-,-,-
""
Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
401,Heropanti,UTV,"$63,649",16,"$32,831",16,5/23,6/19
402,No Tears for the Dead,CJ,"$63,063",13,"$8,329",1,6/13,7/3
403,The Last Sentence,MBox,"$62,506",6,"$9,020",2,6/20,9/4
404,Young and Beautiful,IFC,"$61,067",8,"$4,607",1,4/25,6/19
405,Siddharth,Zeit.,"$60,537",6,"$4,564",1,6/27,8/28
406,Bicycling with Moliere,Strand,"$59,874",6,"$3,896",1,4/23,8/7
407,Frontera,Magn.,"$59,696",14,"$10,962",3,9/5,10/16
408,Wetlands,Strand,"$59,478",10,"$6,488",1,9/5,12/4
409,Cheap Thrills,Drft.,"$59,424",18,"$18,638",2,3/21,5/15
410,Walk of Shame,Focus,"$59,209",51,"$39,751",51,5/2,5/8
411,The One I Wrote For You,Abr.,"$58,872",49,"$48,643",49,12/5,12/11
412,Sagrada: The Mystery of Creation,FRun,"$58,755",5,"$2,009",1,9/12,4/30
413,The Conformist (2014 re-release),KL,"$58,657",4,N/A,N/A,8/29,12/18
414,Rudderless,Gold.,"$58,293",18,"$37,440",18,10/17,10/30
415,Borgman,Drft.,"$57,474",14,"$5,317",2,6/6,8/14
416,The Rocket (2014),KL,"$56,823",7,"$4,621",2,1/10,9/18
417,Ilo Ilo,FM,"$56,773",4,"$8,775",2,4/4,7/24
418,The Bag Man,Cdgm.,"$56,574",15,"$29,231",2,2/28,3/13
419,Big Men,Abr.,"$56,286",3,"$7,539",1,3/14,6/19
420,In Bloom,BWP,"$56,092",4,"$9,280",2,1/10,7/3
421,Hellion,IFC,"$55,708",9,"$7,601",1,6/13,7/31
422,Starred Up,Trib.,"$54,915",7,"$10,358",2,8/27,10/30
423,Half of a Yellow Sun,Mont.,"$54,529",7,"$4,843",1,5/16,1/15
424,Low Down,Osci.,"$54,051",8,"$5,278",1,10/24,12/18
425,Hateship Loveship,IFC,"$54,030",15,"$6,015",1,4/11,5/22
426,"1,000 Times Good Night",FM,"$53,895",24,"$24,120",24,10/24,11/20
427,At Middleton,Anch.,"$53,837",20,"$33,768",20,1/31,2/20
428,Ping Pong Summer,Grav.,"$52,909",17,"$25,781",17,6/6,6/26
429,To Be Takei,SM,"$52,823",22,"$22,846",22,8/22,9/25
430,The Missing Picture,Strand,"$52,164",9,"$10,148",5,3/19,5/29
431,The Retrieval,Vari.,"$50,257",5,"$7,232",1,3/14,10/2
432,The Discoverers,Quad,"$50,020",4,"$7,166",1,5/16,10/2
433,NOW: In the Wings on a World Stage,Spa.,"$49,591",3,"$21,500",3,5/2,-
434,Shirin in Love,SSR,"$49,254",N/A,N/A,N/A,3/14,-
435,The Internet's Own Boy,FB/Part.,"$48,911",12,"$21,705",12,6/27,7/20
436,A Birder's Guide to Everything,Scre.,"$48,713",8,"$21,602",8,3/21,4/17
437,American Mustang,Vita.,"$48,700",3,"$7,906",1,1/17,5/4
438,Viva La Liberta,Distrib.,"$48,541",10,"$5,272",2,11/7,1/15
439,Lucky Them,IFC,"$48,421",9,"$3,728",1,5/30,7/31
440,Decoding Annie Parker,EOne,"$48,390",13,"$16,781",13,5/2,5/15
441,Alphaville (2013 re-release),Rialto,"$47,696",2,"$7,298",1,2/7,6/5
442,A Master Builder,Abr.,"$46,874",4,"$7,017",1,7/23,10/12
443,Monk With a Camera,KL,"$45,938",4,N/A,N/A,11/21,11/12
444,Filmistaan,UTV,"$45,406",24,"$31,113",24,6/6,6/19
445,Return to The Hiding Place,SEA,"$45,405",5,"$36,942",5,5/23,5/29
446,Ai Weiwei: The Fake Case,ICir,"$45,255",8,"$5,066",1,5/16,7/24
447,There's No Place Like Utopia,RM,"$45,254",5,"$30,710",1,7/18,8/3
448,The Dog,Drft.,"$44,581",16,"$12,431",3,8/8,10/30
449,If You Build It,Long Shot,"$43,393",5,"$4,949",1,1/10,3/13
450,Road to Ninja - Naruto the Movie,Elev.,"$43,171",44,"$19,017",40,8/29,10/9
451,Next Goal Wins,KE,"$43,089",10,"$2,568",5,4/25,6/26
452,Interior. Leather Bar.,Strand,"$42,534",2,"$5,218",1,1/3,4/17
453,Blood Ties (2014),RAtt.,"$42,472",28,"$26,912",28,3/21,4/3
454,The Last Of The Unjust,Cohen,"$40,563",8,"$14,328",8,2/7,-
455,Teenage,Osci.,"$40,169",4,"$8,000",1,3/14,5/29
456,Child of God,WGUSA,"$39,324",8,"$27,630",8,8/1,8/14
457,Expedition to the End of the World,Argo.,"$39,115",4,"$6,635",1,8/20,11/6
458,7 Boxes,BGP,"$38,106",7,"$6,447",6,2/7,4/24
459,Dead Snow 2: Red vs. Dead,WGUSA,"$37,473",25,"$17,331",25,10/10,11/2
460,Not Cool,SM,"$36,026",1,"$10,329",1,9/19,10/2
461,Le Jour Se Leve (2014 re-release),Rialto,"$35,321",3,"$11,864",3,11/14,1/15
462,That Man From Rio,Cohen,"$35,144",2,N/A,N/A,8/22,9/7
463,Beneath the Harvest Sky,Trib.,"$34,768",10,"$16,768",8,4/25,5/15
464,This Ain't No Mouse Music!,Argo.,"$34,754",6,"$15,982",4,9/19,10/16
465,Expelled from Paradise,Elev.,"$34,510",13,"$18,869",13,12/13,-
466,Tiger & Bunny The Movie: The Rising,Elev.,"$34,471",18,"$23,171",18,3/14,3/27
467,Filth,Magn.,"$34,411",5,"$7,526",3,5/30,7/24
468,Rocks in my Pockets,Zeit.,"$34,236",3,"$4,674",1,9/3,11/6
469,White Bird in a Blizzard,Magn.,"$33,821",14,"$6,302",4,10/24,12/11
470,It Felt Like Love,Vari.,"$33,817",3,"$8,211",1,3/21,5/15
471,K: Missing Kings,Elev.,"$33,531",39,N/A,N/A,7/18,10/9
472,Big Bad Wolves,Magn.,"$33,232",7,"$6,342",6,1/17,-
473,A Field in England,Drft.,"$32,846",13,"$9,498",13,2/7,-
474,For a Woman,FM,"$32,286",4,"$6,530",2,5/2,8/3
475,The Hero of Color City,Magn.,"$32,188",69,"$24,260",69,10/3,10/30
476,Bird People,IFC,"$32,111",7,"$7,443",1,9/12,10/9
477,Abuse of Weakness,Strand,"$31,611",5,"$9,140",1,8/15,10/30
478,The Passionate Thief (2014 re-release),Rialto,"$31,539",2,"$8,677",1,12/5,4/30
479,Documented,DefA,"$30,662",3,"$5,422",1,5/2,6/26
480,Happy Christmas,Magn.,"$30,312",9,"$7,523",4,7/25,9/11
481,Jimmy P,IFC,"$30,283",8,"$7,191",1,2/14,3/13
482,Southern Baptist Sissies,TFC,"$30,160",3,"$5,200",1,2/21,6/12
483,A Long Way Off,MVE,"$30,104",15,"$1,926",1,5/16,8/7
484,Manakamana,CGld,"$30,029",4,"$3,635",1,4/18,12/18
485,Yellow Day,PFP,"$29,656",1,"$29,144",1,9/19,-
486,Othello (2014 re-release),CFilms,"$28,980",4,"$6,010",2,4/25,6/19
487,Why Don't You Play in Hell,Drft.,"$28,534",11,"$5,060",3,11/7,-
488,Stations of the Elevated,APD/C,"$28,516",1,"$9,423",1,10/17,11/20
489,Closed Curtain,Vari.,"$28,098",5,"$5,002",1,7/9,7/27
490,The King and the Mockingbird,Rialto,"$27,513",8,"$3,721",1,11/21,2/8
491,Lilting,Strand,"$27,054",9,"$1,567",1,9/26,10/30
492,Last Weekend,IFC,"$27,053",8,"$2,661",1,8/29,10/9
493,Elena (2014),Vari.,"$25,788",2,"$10,341",1,5/30,6/26
494,Christian Mingle,RM,"$25,480",15,"$19,836",15,10/10,10/16
495,Level Five,Icar.,"$25,386",2,"$7,161",2,8/15,6/11
496,Adult World,IFC,"$25,368",11,"$3,783",2,2/14,3/13
497,Born to Fly: Elizabeth Streb vs. Gravity,TFC,"$24,630",3,"$8,406",1,9/10,9/25
498,Happy Valley (2014),MBox,"$23,868",4,"$9,047",4,11/21,12/18
499,Believe Me,Riot,"$23,419",14,N/A,14,9/26,10/9
500,A Tale of Winter (Conte d'hiver),BWP,"$23,268",3,"$3,802",1,12/19,2/16
Summary of 702 Movies on Chart:
Totals:,"$10,435,427,977",-,-,-,-,-
Averages:,"$14,865,282",-,-,-,-,-
""
Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
501,Video Games: The Movie,Vari.,"$23,043",25,"$12,759",25,7/18,7/27
502,Short Peace,Elev.,"$22,862",27,N/A,N/A,3/3,-
503,Two Lives,IFC,"$22,620",1,"$1,303",1,2/28,3/9
504,Grand Piano,Magn.,"$22,555",10,"$2,964",2,3/7,4/17
505,May in the Summer,Cohen,"$22,004",8,N/A,N/A,8/22,9/7
506,Bright Days Ahead,Trib.,"$21,770",6,"$4,919",4,4/25,-
507,The Decent One,KL,"$21,327",2,N/A,N/A,10/1,2/26
508,Memphis,KL,"$21,286",5,N/A,N/A,9/5,3/5
509,The Sacrifice,KL,"$20,945",2,N/A,N/A,11/12,1/8
510,Lekar Hum Deewana Dil,Eros,"$20,874",50,"$14,418",50,7/4,7/10
511,The Great Flood,Icar.,"$20,694",1,"$3,596",1,1/8,10/8
512,Run and Jump,IFC,"$20,061",3,"$3,944",2,1/24,3/6
513,The Past is a Grotesque Animal,Osci.,"$20,056",10,N/A,N/A,6/20,7/3
514,Uzumasa Limelight,Elev.,"$19,597",13,"$10,090",13,12/5,4/9
516,A Picture of You,FPE,"$19,480",1,"$5,650",1,6/20,6/29
515,Guardian Angel,RME,"$19,480",2,"$12,624",2,10/17,10/26
518,Peter Brook: The Tightrope,FRun,"$19,365",2,"$6,768",1,1/31,-
517,Actress (2014),CGld,"$19,365",4,"$4,880",1,11/7,3/12
519,Watchers of the Sky,MBox,"$19,339",4,"$7,473",4,10/17,11/27
520,The Kill Team,Osci.,"$18,983",2,N/A,N/A,7/25,9/18
521,Test,Vari.,"$18,823",6,N/A,1,6/6,7/3
522,Tasting Menu,Magn.,"$18,686",5,"$6,010",5,4/18,-
523,Two Night Stand,EOne,"$18,612",5,"$15,600",5,9/26,10/2
524,Who is Dayani Cristal?,KL,"$18,190",2,"$5,712",2,4/25,-
525,Journey to the West,Magn.,"$18,058",7,"$7,456",7,3/7,4/10
526,One Day Pina Asked...,Icar.,"$18,016",2,"$1,756",1,4/4,-
527,Kelly & Cal,IFC,"$17,702",6,"$5,387",1,9/5,10/9
528,The Homestretch,KF,"$17,306",1,"$8,373",1,9/12,9/18
529,Stand Clear of the Closing Doors,Osci.,"$17,282",3,"$7,000",1,5/23,9/4
530,Accident,Rialto,"$17,161",1,"$5,798",1,5/23,8/3
531,Goodbye To All That,IFC,"$16,986",3,N/A,1,12/17,1/22
532,Cold Comes the Night,Gold.,"$16,971",21,"$11,603",21,1/10,1/16
533,Hank and Asha,FR,"$16,878",2,"$6,192",1,4/11,-
534,Burning Bush,KL,"$16,731",2,N/A,N/A,6/11,10/2
535,Magician: The Astonishing Life and Work of Orson Welles,Cohen,"$16,400",2,"$7,130",2,12/10,12/23
536,Levitated Mass,FRun,"$16,086",3,"$4,589",1,9/5,12/11
537,Barefoot,RAtt.,"$15,071",18,"$11,767",18,2/21,2/27
538,Horses of God,KL,"$14,817",2,"$2,251",1,5/14,10/2
539,Last Passenger,Cohen,"$14,806",10,"$9,326",10,4/25,5/1
540,Exhibition,KL,"$14,344",1,N/A,N/A,6/20,-
541,13 Sins,RTWC,"$13,809",45,"$9,261",45,4/18,4/24
542,The Pretty One,Da.,"$13,769",5,"$1,484",1,2/7,-
543,Tosca's Kiss (2014 re-release),Icar.,"$13,670",2,$418,1,6/6,10/5
544,Fifi Howls From Happiness,MBox,"$13,614",2,"$2,728",1,8/8,9/4
545,War of the Worlds: Goliath,BCMG,"$13,385",18,"$13,385",18,3/7,3/9
546,A Long Way Down,Magn.,"$13,347",5,"$1,426",1,7/11,7/31
547,Camp X-Ray,IFC,"$13,302",7,"$1,316",1,10/17,11/9
548,Days and Nights,IFC,"$13,243",1,"$6,003",1,9/26,10/9
549,Sol LeWitt,Icar.,"$13,146",2,"$4,051",1,5/7,9/27
550,The Pleasures of Being Out of Step,FRun,"$13,137",2,"$1,846",1,5/16,10/16
551,K2: Siren of the Himalayas,FRun,"$12,959",2,"$1,421",2,8/22,1/1
552,Alien Abduction,IFC,"$12,897",13,"$10,514",13,4/4,4/10
553,Concerning Violence,KL,"$12,680",2,N/A,N/A,12/5,11/19
554,Special ID,WGUSA,"$12,666",10,"$6,153",10,3/7,3/13
555,Bhopal: A Prayer for Rain,Rvl,"$12,628",2,"$5,948",1,11/7,11/20
556,Boy Meets Girl,CFilms,"$12,589",1,N/A,N/A,8/8,8/14
557,Touch the Wall,TTW,"$12,156",2,"$6,200",2,11/28,12/18
558,Wolves,KE,"$12,139",12,N/A,N/A,11/14,11/20
559,In No Great Hurry: 13 Lessons in Life with Saul Leiter,mTuck,"$12,133",4,"$6,100",1,1/3,1/16
560,The French Minister,IFC,"$12,027",1,"$3,800",1,3/21,4/10
561,Queen Margot (2014 re-release),Cohen,"$12,005",1,"$4,985",1,5/9,5/22
562,Revenge of the Mekons,MBox,"$11,861",3,"$2,354",1,10/29,4/30
563,Falcon Rising,Free,"$11,774",10,"$8,691",10,9/5,9/11
564,Life of Riley,KL,"$11,616",1,N/A,N/A,10/24,3/19
565,Living is Easy with Eyes Closed,Outs,"$11,600",1,"$11,600",1,6/27,6/29
566,You're Not You,EOne,"$11,486",5,"$9,226",5,10/10,10/16
568,The Great Invisible,RTWC,"$11,428",5,"$2,348",3,10/29,11/13
567,The Final Member,Drft.,"$11,428",10,"$2,064",7,4/18,5/8
569,The Amazing Catfish,Strand,"$11,342",3,$733,1,6/13,7/17
570,Dishkiyaoon,Eros,"$11,288",11,"$8,173",11,3/28,4/3
571,Policeman,Crnth,"$11,263",2,"$7,379",2,6/13,6/19
572,Pay 2 Play: Democracy's High Stakes,SFI,"$11,021",2,"$2,233",1,9/5,10/2
573,The Players,Wein.,"$10,854",50,"$6,674",50,4/4,4/10
574,As It Is In Heaven,N/A,"$10,850",2,$531,1,7/18,8/14
575,Inside the Mind of Leonardo Da Vinci in 3D,SD,"$10,600",5,N/A,N/A,12/19,1/4
576,"Norte, the End of History",CGld,"$10,457",2,"$2,164",1,6/20,12/18
577,Stray Dogs,CGld,"$10,433",3,"$2,998",1,9/12,1/29
578,The Endless Summer (2014 re-release),Mont.,"$10,233",32,N/A,N/A,7/23,7/24
579,Before I Disappear,IFC,"$10,078",5,"$2,676",1,11/28,12/18
580,Kabbalah Me,FRun,"$9,816",2,"$2,196",1,8/22,9/11
581,Marius,KL,"$9,781",2,N/A,1,7/4,10/30
582,"If You Don't, I Will",FM,"$9,719",1,"$1,707",1,12/17,1/22
583,On the Other Side of the Tracks,Wein.,"$9,572",50,"$5,923",50,4/4,4/10
584,In the House of Flies,PDF,"$9,480",4,"$3,500",4,5/9,6/1
585,Radio Free Albemuth,Free,"$9,365",10,"$5,553",10,6/27,7/3
586,The Immortalists,Gathr,"$9,331",3,"$1,308",3,11/26,1/29
587,Honeymoon,Magn.,"$9,318",3,"$4,131",2,9/12,10/23
588,The Sacrament,Magn.,"$9,221",5,$583,1,6/6,7/3
589,The Cabinet of Dr. Caligari (2014 re-release),KL,"$8,811",1,N/A,N/A,10/31,11/6
590,Fanny,KL,"$8,735",2,"$1,872",1,7/25,12/25
591,Comet,IFC,"$8,623",8,N/A,2,12/5,12/25
592,The Mystery of Happiness,Strand,"$8,528",2,$382,2,9/12,11/6
593,The Quitter,OGP,"$8,512",1,"$5,588",1,9/12,9/18
594,Canopy,Mont.,"$8,462",5,"$3,042",1,8/29,12/14
595,Almost Human,IFC,"$8,447",5,"$2,722",2,2/21,3/20
596,Red Hollywood,CGld,"$8,426",1,"$4,760",1,8/15,8/21
597,Love is in the Air,Focus,"$8,425",6,"$4,937",6,1/31,2/13
598,Eternity the Movie,Indic.,"$8,350",1,"$1,582",1,10/17,8/30
599,Gringo Trails,Icar.,"$8,349",2,$158,1,4/19,5/10
600,Life Partners,Magn.,"$8,265",3,"$2,665",3,12/5,1/15
Summary of 702 Movies on Chart:
Totals:,"$10,435,427,977",-,-,-,-,-
Averages:,"$14,865,282",-,-,-,-,-
""
Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
601,Empty Hours,Strand,"$8,244",3,"$1,366",1,7/11,8/14
602,Gladiators of Rome,VPD,"$8,201",11,"$1,920",1,11/11,11/20
603,Next Year Jerusalem,FRun,"$8,093",2,"$2,590",1,5/16,6/19
604,Rigor Mortis,WGUSA,"$7,865",10,"$7,865",10,6/6,6/8
605,Archipelago,KL,"$7,791",1,N/A,N/A,6/27,8/14
606,Faith Connections,KL,"$7,772",2,N/A,N/A,9/12,9/18
607,Come Back to Me,Free,"$7,744",10,"$4,156",10,7/25,7/31
608,Iceman (2014),WGUSA,"$7,679",6,"$4,698",6,9/19,9/28
609,The Little Bedroom,Libre,"$7,440",3,"$2,981",1,9/26,10/9
610,Raze,IFC,"$7,429",2,"$3,453",2,1/10,1/16
611,I Am Ali,Focus,"$7,205",11,"$4,178",11,10/10,10/16
612,The Strange Color of Your Body's Tears,Strand,"$7,182",3,"$1,535",2,8/29,12/4
613,ABCs of Death 2,Magn.,"$7,171",17,"$4,022",17,10/31,11/27
614,Stage Fright (2014),Magn.,"$7,078",11,"$3,562",11,5/9,6/5
615,Plot for Peace,N/A,"$7,051",2,"$2,554",2,10/31,11/13
616,Very Good Girls,WGUSA,"$6,940",9,"$4,102",9,7/25,-
617,Pioneer,Magn.,"$6,871",3,"$1,857",2,12/5,1/8
618,"No God, No Master",Mont.,"$6,796",5,N/A,N/A,3/28,-
619,Before You Know It,TFC,"$6,717",3,"$1,591",1,5/30,6/19
620,Will You Still Love Me Tomorrow,FM,"$6,694",3,"$2,969",3,1/17,1/30
621,Aatsinki: The Story of Arctic Cowboys,Argo.,"$6,601",2,"$2,842",1,1/24,3/6
622,Life of a King,MNE,"$6,547",16,"$4,231",16,1/17,1/23
623,Jews of Egypt,Artma,"$6,505",2,"$2,179",1,3/28,4/10
624,The Adventurer: The Curse of the Midas Box,TFA,"$6,399",82,"$4,756",82,1/10,1/16
625,Manuscripts Don't Burn,KL,"$6,295",2,N/A,N/A,7/25,2/19
626,Tip Top,KL,"$6,050",1,N/A,N/A,12/12,7/23
627,Love and Air Sex,Trib.,"$6,047",1,N/A,N/A,2/7,-
628,Cavemen,WGUSA,"$5,948",12,"$3,544",12,2/7,-
629,Gang of Ghosts,Eros,"$5,906",20,"$4,520",20,3/21,3/27
630,The Strange Little Cat,KS,"$5,885",1,"$3,594",1,8/1,8/7
631,"2 Autumns, 3 Winters",FM,"$5,819",1,"$2,163",1,6/6,6/19
632,The Devil's Hand,RAtt.,"$5,746",17,"$4,239",17,10/10,10/16
633,Papirosen,FM,"$5,658",1,N/A,N/A,1/24,-
634,Kid Cannabis,WGUSA,"$5,565",1,"$5,565",1,4/18,4/20
635,Gabrielle (2014),EOne,"$5,534",1,"$3,024",1,4/18,-
636,Flex is Kings,BBFR,"$5,418",1,"$3,152",1,4/4,4/6
637,The Only Real Game,TORG,"$5,384",1,"$1,130",1,3/7,-
638,Return to Nuke 'Em High Volume 1,Anch.,"$5,122",1,"$3,226",1,1/10,1/23
639,Sleepwalker,IFC,"$5,012",1,"$2,636",1,11/21,11/23
640,Nothing Bad Can Happen,Drft.,"$4,870",8,"$2,853",4,6/27,7/17
641,Half the Road,FRun,"$4,783",2,"$1,613",2,4/18,6/5
642,Death Metal Angola,TVC,"$4,674",1,$895,1,11/7,11/30
643,Smiling Through the Apocalypse,FRun,"$4,560",1,"$2,590",1,9/12,11/13
644,Unrelated,KL,"$4,529",1,N/A,N/A,6/27,10/9
645,The Truth About Emanuel,Trib.,"$4,404",11,N/A,10,1/10,1/16
646,Anna,VE,"$4,288",15,"$2,541",15,6/6,-
647,Free the Nipple,IFC,"$4,198",1,$606,1,12/12,12/18
648,Thunder and the House of Magic!,Shout!,"$4,091",10,"$4,091",10,9/5,9/7
649,Maidan,CGld,"$3,909",1,"$1,847",1,12/12,12/18
650,Beyond Outrage,Magn.,"$3,878",1,"$1,938",1,1/3,1/16
651,Swim Little Fish Swim,UTMW,"$3,877",2,N/A,N/A,9/19,11/13
652,Hollidaysburg,SM,"$3,861",1,"$1,713",1,9/19,10/2
653,The Word,SSP,"$3,648",1,"$3,648",1,3/14,-
654,Stop the Pounding Heart,BWP,"$3,642",1,"$2,363",1,9/19,9/25
655,Hide Your Smiling Faces,Trib.,"$3,576",1,N/A,N/A,3/28,-
656,Evolution of a Criminal,TFC,"$3,568",1,N/A,N/A,10/10,10/16
657,Locker 13,BIP,"$3,496",3,"$2,468",3,3/28,4/3
658,The Hacker Wars,Vita.,"$3,470",1,"$2,958",1,10/17,10/23
