Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
191,Singin' In the Rain (2012 re-release),WB,"$1,608,925",561,"$587,211",561,7/12,8/26
192,Farewell My Queen,Cohen,"$1,597,998",64,"$72,100",4,7/13,10/18
193,A Late Quartet,EOne,"$1,562,546",100,"$75,279",9,11/2,3/14
194,A Royal Affair,Magn.,"$1,546,761",56,"$38,212",7,11/9,5/2
195,The Dark Knight (2012 re-release),WB,"$1,513,086",N/A,N/A,N/A,7/19,7/19
196,Batman Begins (2012 re-release),WB,"$1,508,658",N/A,N/A,N/A,7/19,7/19
197,Kid With a Bike,IFC,"$1,470,000",86,"$45,933",3,3/16,6/14
198,Marley,Magn.,"$1,413,480",73,"$262,004",42,4/20,8/16
199,Chasing Ice,SD,"$1,328,467",53,N/A,N/A,11/9,5/2
200,Air Racers 3D,3D,"$1,309,987",10,N/A,N/A,4/6,9/9
Summary of 667 Movies on Chart:
Totals:,"$10,959,497,325",-,-,-,-,-
Averages:,"$16,431,030",-,-,-,-,-
""
Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
201,The Other Son,Cohen,"$1,285,918",53,"$125,691",41,10/26,2/10
202,"For a Good Time, Call... ",Focus,"$1,251,749",107,"$143,935",23,8/31,10/11
203,Take This Waltz,Magn.,"$1,239,692",64,"$137,019",30,6/29,9/27
204,Cocktail (2012),Eros,"$1,227,789",96,"$647,956",96,7/13,8/9
205,Bol Bachchan,FIP,"$1,216,258",98,"$561,996",98,7/6,7/29
206,Woman Thou Art Loosed!: On the 7th Day,Code,"$1,213,128",106,"$641,542",102,4/13,5/31
207,Headhunters,Magn.,"$1,200,010",60,"$43,013",4,4/27,8/16
208,Ek Main Aur Ekk Tu,UTV,"$1,155,545",111,"$637,100",111,2/10,3/22
209,Casablanca (2012 re-release),WB,"$1,155,330",507,N/A,N/A,3/21,4/26
210,The Deep Blue Sea,MBox,"$1,126,525",61,"$123,841",31,3/23,8/30
211,Oogieloves In The BIG Balloon Adventure,KVP,"$1,065,907","2,160","$443,901","2,160",8/29,9/20
212,In Darkness,SPC,"$1,041,455",52,"$27,413",3,2/10,5/17
213,Diana Vreeland: The Eye Has to Travel,Gold.,"$1,017,579",27,"$63,700",3,9/21,2/21
214,First Position,IFC,"$1,014,071",58,"$48,024",5,5/4,6/28
215,Barbara,AF,"$1,013,902",23,"$63,410",15,12/21,7/11
216,Damsels in Distress,SPC,"$1,008,455",205,"$58,589",4,4/6,8/23
217,Unconditional,VMP,"$1,005,800",312,"$525,192",312,9/21,10/7
218,Burn,CB,"$996,103",14,N/A,N/A,7/24,-
219,Rampart,MNE,"$972,512",106,"$60,446",5,2/10,5/10
220,Masquerade (2012),CJ,"$922,921",15,N/A,N/A,9/21,4/18
221,The Imposter,IM,"$898,317",31,"$22,379",1,7/13,12/2
222,Bill W.,P124,"$809,590",31,N/A,N/A,5/18,-
223,Darling Companion,SPC,"$793,815",64,"$39,962",4,4/20,8/23
224,Thin Ice,ATO,"$790,421",53,"$183,527",53,2/17,5/24
225,Teri Meri Kahaani,Eros,"$781,196",94,"$405,926",94,6/22,7/15
226,Meerkats,NGE,"$777,595",8,N/A,N/A,5/26,11/7
227,Rowdy Rathore,UTV,"$777,373",120,"$381,784",120,6/1,7/5
228,Son of Sardaar,Eros,"$771,789",109,"$341,552",109,11/13,12/13
229,Cosmopolis,EOne,"$763,556",65,"$70,339",3,8/17,10/4
230,Coriolanus,Wein.,"$757,195",21,"$61,136",9,1/20,5/31
231,On the Road,IFC,"$744,296",107,"$39,550",4,12/21,5/2
232,Agent Vinod,Eros,"$698,210",122,"$427,043",122,3/23,4/15
233,The Paperboy,MNE,"$693,286",76,"$102,706",11,10/5,11/22
234,The Thieves,WGUSA,"$685,839",22,"$136,993",11,10/12,12/20
235,Student of the Year,Eros,"$670,086",106,"$326,508",106,10/19,11/11
236,The Polar Express (2012 re-issue),WB,"$669,289",17,"$73,514",15,11/21,1/3
237,Holy Motors,IM,"$641,100",29,"$18,866",2,10/17,1/27
238,2 Days in New York,Magn.,"$633,210",42,"$23,942",2,8/10,11/15
239,Not Fade Away,ParV,"$610,792",565,"$19,182",3,12/21,1/24
240,Heroine,UTV,"$598,668",114,"$389,901",114,9/21,10/11
241,Blue Like Jazz,RAtt.,"$595,018",136,"$261,190",136,4/13,6/7
242,"Peace, Love and Misunderstanding",IFC,"$590,700",76,"$105,960",31,6/8,7/12
243,Thunderstruck,WB,"$587,211",250,N/A,N/A,8/24,8/30
244,W.E.,Wein.,"$583,455",24,"$47,074",4,2/3,5/10
245,Undefeated (2012),Wein.,"$562,218",21,"$33,165",5,2/17,6/7
246,Vicky Donor,Eros,"$549,001",50,"$169,209",50,4/20,5/17
247,We Have a Pope,IFC,"$548,115",27,"$31,368",3,4/6,6/14
248,Being Flynn,Focus,"$540,152",88,"$43,990",4,3/2,4/12
249,Ai Weiwei: Never Sorry,IFC,"$534,100",37,"$41,104",5,7/27,9/27
250,Where Do We Go Now?,SPC,"$531,997",37,"$15,382",3,5/11,9/13
251,Shut Up and Play the Hits,Osci.,"$510,334",161,N/A,N/A,7/18,8/16
252,Delicacy,Cohen,"$498,584",N/A,N/A,N/A,3/16,-
253,The Flat,IFC,"$471,842",27,"$19,916",3,10/19,1/10
254,Bachelorette,RTWC,"$447,954",60,"$181,494",47,9/7,10/11
255,Ferrari Ki Sawaari,Eros,"$434,107",99,"$240,792",99,6/15,-
256,Seeking Justice,Anch.,"$411,746",231,"$249,912",231,3/16,4/5
257,Sound of My Voice,FoxS,"$408,015",48,"$36,134",5,4/27,6/28
258,Detropia,LF,"$390,024",24,"$17,414",1,9/7,2/28
259,The Well-Digger's Daughter,KL,"$386,368",16,"$10,273",3,7/20,-
260,Khiladi 786,Eros,"$379,466",115,"$228,967",115,12/7,-
261,Smashed,SPC,"$376,597",50,"$26,943",4,10/12,1/10
262,Piranha 3DD,W/Dim.,"$376,512",86,"$182,237",86,6/1,6/21
263,The Oranges,ATO,"$366,377",110,"$198,461",110,10/5,11/1
264,The Lady,Cohen,"$355,391",19,N/A,19,4/13,-
265,Branded,RAtt.,"$353,513",307,"$240,589",307,9/7,10/4
266,Chico & Rita,GK,"$350,524",23,"$20,654",1,2/10,4/12
267,A Werewolf Boy,CJ,"$342,922",20,N/A,20,11/30,1/10
268,Red Hook Summer,Vari.,"$338,803",41,"$40,070",4,8/10,11/22
269,Liberal Arts,IFC,"$327,345",31,"$27,435",4,9/14,11/22
270,The Central Park Five,IFC,"$325,653",22,"$30,570",3,11/23,1/31
271,Compliance,Magn.,"$319,285",21,"$16,427",1,8/17,11/1
272,The Salt of Life,Zeit.,"$317,405",19,"$19,176",2,3/2,8/23
273,Back to 1942,CL,"$312,954",20,"$105,702",20,11/30,1/10
274,The Flowers of War,WHE,"$311,434",30,"$48,448",30,1/20,4/26
275,West of Memphis,SPC,"$310,154",40,"$13,360",5,12/25,4/25
276,A Cat in Paris,GK,"$309,973",18,"$34,554",6,6/1,9/13
277,Love (2012),CL,"$309,200",15,"$83,178",7,2/17,4/12
278,Stolen (2012),MNE,"$304,318",141,"$183,125",141,9/14,9/27
279,Something From Nothing: The Art of Rap,IM,"$288,312",157,"$150,337",157,6/15,7/5
280,Bully (2012),Wein.,"$279,202",6,"$116,472",5,3/30,4/12
281,Love in the Buff,CL,"$256,451",14,"$91,233",10,3/30,5/10
282,Boy (2012),PalUni,"$256,211",18,"$21,244",2,3/2,-
283,Chicken with Plums,SPC,"$253,874",24,"$11,301",2,8/17,-
284,Lola Versus,FoxS,"$252,603",52,"$31,815",4,6/8,7/12
285,Keep the Lights On,MBox,"$246,112",10,"$55,574",5,9/7,12/27
286,The Waiting Room,ICir,"$244,951",8,"$7,086",4,9/26,5/16
287,My Uncle Rafael,RM,"$243,616",14,"$109,747",14,9/21,11/11
288,Gerhard Richter Painting,KL,"$242,646",9,"$13,537",1,3/14,8/9
289,Trishna,IFC,"$240,381",38,"$29,140",3,7/13,8/26
290,Middle of Nowhere (2012),AFFRM,"$236,806",25,"$67,909",6,10/12,12/13
291,Elena,Zeit.,"$233,380",13,"$9,035",1,5/16,10/25
292,Tezz,Eros,"$229,931",97,"$148,133",97,4/27,5/17
293,The Viral Factor,CL,"$220,496",22,"$63,235",22,1/20,3/29
294,Brooklyn Castle,PDA,"$219,407",13,"$18,761",2,10/19,3/7
295,Neil Young Journeys,SPC,"$215,026",23,"$12,025",3,6/29,10/18
296,Thaandavam,UTV,"$213,476",45,"$129,044",45,9/28,10/25
297,Tai Chi Zero,Vari.,"$212,094",31,"$85,094",31,10/19,11/29
298,Polisse,IFC,"$211,440",21,"$16,568",3,5/18,6/21
299,Somewhere Between,Long Shot,"$210,975",6,"$7,799",1,8/24,1/31
300,The House I Live In,Abr.,"$210,752",12,"$16,453",2,10/5,2/14
Summary of 667 Movies on Chart:
Totals:,"$10,959,497,325",-,-,-,-,-
Averages:,"$16,431,030",-,-,-,-,-
""
Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
301,The Awakening (2012),Cohen,"$209,696",70,"$95,933",70,8/17,-
302,Little White Lies,MPI,"$206,088",14,"$25,654",3,8/24,11/1
303,Easy Money (2012),Wein.,"$205,741",7,"$24,684",2,7/11,9/13
304,Vettai,UTV,"$204,373",34,"$87,921",34,1/13,2/23
305,Touchback,Anch.,"$204,232",69,"$66,998",50,4/13,5/23
306,10 Years,Anch.,"$203,373",63,"$22,707",3,9/14,10/11
307,Tim & Eric's Billion Dollar Movie,Magn.,"$201,436",33,"$87,475",24,3/2,-
308,Any Day Now,MBox,"$201,395",19,"$40,489",16,12/14,4/4
309,A Simple Life,CL,"$191,826",13,"$43,372",9,4/13,10/4
310,Puella Magi Madoka Magica the Movie,Elev.,"$180,440",5,"$62,340",5,10/19,4/25
311,Lost Woods,Noct.,"$180,117",13,"$58,240",13,3/2,3/15
312,Fullmetal Alchemist: The Sacred Star of Milos,Elev.,"$177,802",42,"$119,300",42,1/20,3/8
313,Tere Naal Love Ho Gaya,UTV,"$177,743",49,"$94,583",49,2/24,3/22
314,Monumental: In Search of America's National Treasure,AAE,"$177,729",27,"$28,340",6,3/30,5/20
315,The Hunter (2012),Magn.,"$176,669",17,"$19,032",4,4/6,-
316,Grand Illusion (2012 re-release),Rialto,"$174,065",4,"$7,526",1,5/11,12/20
317,Battlefield America,CEB&B,"$172,000",188,"$113,882",188,6/1,6/14
