Rank,Movie Title (click to view),Studio,Total Gross,Theaters,Opening,Theaters,Open,Close
326,Love and Lost (Shi Gu),CL,"$188,817",24,"$86,048",24,3/20,5/10
327,Stonewall (2015),RAtt.,"$187,674",129,"$112,834",129,9/25,10/15
328,Maggie,RAtt.,"$187,112",79,"$131,175",79,5/8,5/21
329,Detective K: Secret of the Lost Island,CJ,"$185,367",19,"$57,663",19,3/6,4/12
330,The Priests,CJ,"$185,093",13,N/A,N/A,11/26,12/24
331,Lambert & Stamp,SPC,"$183,320",31,"$13,500",3,4/3,7/30
332,An Honest Liar,Abr.,"$180,590",15,"$13,821",2,3/6,6/11
333,Serena,Magn.,"$176,391",59,"$100,090",59,3/27,5/14
334,The Young & Prodigious T.S. Spivet,Wein.,"$173,564",100,"$33,658",100,7/31,9/4
335,The Farewell Party,Gold.,"$172,860",14,"$7,616",2,5/22,-
336,All Things Must Pass,Grav.,"$172,394",14,"$19,001",2,10/16,12/13
337,A Brilliant Young Mind,Gold.,"$171,793",18,"$31,408",3,9/11,11/1
338,Time Out of Mind,IFC,"$166,775",18,"$18,934",3,9/9,11/12
339,Snow Girl and the Dark Crystal,WGUSA,"$165,428",24,"$73,817",24,2/27,4/19
340,3 Hearts,Cohen,"$164,992",29,"$11,794",1,3/13,5/21
341,C'Est Si Bon,CJ,"$164,167",23,N/A,N/A,2/13,3/12
342,The Last Women Standing,CL,"$163,406",17,"$73,344",17,11/11,12/3
343,5 to 7,IFC,"$162,685",27,"$18,006",2,4/3,5/17
344,After The Ball,Free,"$161,820",43,"$31,718",41,2/27,4/30
345,Human Capital,FM,"$158,549",11,N/A,N/A,1/9,4/23
346,Hell and Back,Free,"$157,768",411,"$104,374",411,10/2,10/18
347,Experimenter,Magn.,"$155,575",30,"$8,682",3,10/16,12/17
348,Desert Dancer,Rela.,"$155,271",36,"$40,763",23,4/10,5/28
349,"Buen Dia, Ramon",FIP,"$154,356",29,"$51,105",15,1/30,2/19
350,Backstreet Boys: Show 'Em What You're Made Of,Grav.,"$153,068",60,"$153,068",60,1/30,2/1
351,Samba,BG,"$151,530",27,"$24,588",2,7/24,8/27
352,The Tribe,Drft.,"$150,564",13,"$11,094",1,6/17,9/20
353,Forever Young (2015),CL,"$149,761",14,"$70,047",14,7/10,7/30
354,The New Girlfriend,Cohen,"$146,754",45,"$39,035",13,9/18,10/15
355,The Last 5 Years,RTWC,"$145,427",36,"$42,042",3,2/13,3/5
356,Tangerines,Gold.,"$144,501",12,"$5,180",1,4/17,6/28
357,Yellow Day (2015),PFP,"$144,163",40,"$26,260",2,12/11,-
358,Manglehorn,IFC,"$143,101",27,"$11,227",3,6/19,7/26
359,Ingrid Bergman: In Her Own Words,Rialto,"$137,531",13,"$8,355",1,11/13,-
360,Twenty (2015),CJ,"$136,125",25,N/A,N/A,4/17,5/10
361,La Sapienza,KL,"$135,392",6,N/A,N/A,3/20,9/24
362,Cop Car,Focus,"$134,552",60,"$26,146",3,8/7,8/27
363,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,Argo.,"$133,443",7,"$19,206",3,4/22,8/6
364,Devil and Angel (E Gun Tian Shi),CL,"$131,058",12,"$44,855",12,12/31,1/21
365,Mississippi Grind,A24,"$130,541",46,"$12,434",1,9/25,11/1
366,Kung Fu Killer,WGUSA,"$129,784",28,"$58,664",28,4/24,6/4
367,Boy and the World,GK,"$129,480",26,"$10,077",2,12/11,3/17
368,A Journey Through Time with Anthony,CL,"$127,381",17,"$55,292",17,11/18,12/6
369,Boulevard,SM,"$126,150",11,"$7,000",1,7/10,8/16
370,A Ballerina's Tale,IFC,"$125,144",16,"$9,388",2,10/14,11/22
371,Z for Zachariah,RAtt.,"$121,461",29,"$56,902",29,8/28,9/17
372,In Jackson Heights,Zipp.,"$121,094",8,"$15,150",1,11/4,2/25
373,Do I Sound Gay?,IFC,"$119,388",18,"$10,461",1,7/10,8/20
374,Digging for Fire,Orch.,"$119,364",30,"$25,000",3,8/21,9/27
375,Love Live! The School Idol Movie,AZ,"$115,840",28,"$115,840",28,9/11,9/13
376,Road Hard,FB,"$113,169",22,"$105,943",22,3/6,3/12
377,She's Funny That Way,LGP,"$111,996",26,N/A,N/A,8/21,9/10
378,1915,BM,"$111,682",10,"$30,448",8,4/17,-
379,Memories of the Sword,WGUSA,"$111,071",22,"$50,240",22,8/28,9/17
380,Roar!,Drft.,"$110,048",19,"$15,064",5,4/15,8/13
381,The Look of Silence,Drft.,"$109,089",14,"$6,616",1,7/17,11/12
382,Adult Beginners,RTWC,"$108,808",54,"$36,657",10,4/24,6/4
383,The Beauty Inside,WGUSA,"$108,083",23,"$50,536",23,9/11,10/1
384,The Chronicles of Evil,CJ,"$105,057",13,N/A,N/A,5/15,6/11
385,Results,Magn.,"$104,507",21,"$17,782",3,5/29,7/2
386,Every Secret Thing,SM,"$103,536",20,"$97,020",20,5/15,5/21
387,A LEGO Brickumentary,RTWC,"$101,531",93,"$43,285",93,7/31,8/27
388,Man From Reno,FPE,"$101,438",7,"$15,158",4,3/27,5/14
389,James White,TFA,"$101,368",12,"$12,007",1,11/13,12/20
390,Ghost in the Shell: The New Movie,FUN,"$101,203",267,N/A,N/A,11/10,11/12
391,Black Souls (Anime Nere),Alc,"$101,088",11,"$6,286",2,4/10,6/4
392,A Poem Is a Naked Person (2015 re-issue),Jan.,"$96,592",5,"$5,526",1,7/1,8/27
393,Saving Mr. Wu,UEP,"$92,696",24,N/A,24,10/2,10/25
394,The Tales of Hoffmann (2015 re-issue),Rialto,"$91,930",9,"$23,340",2,3/13,6/14
395,Christmas Eve,Ampl.,"$91,302",44,"$45,260",44,12/4,-
396,Queen of Earth,IFC,"$91,218",12,"$11,360",2,8/26,10/1
397,Legends from the Sky,HHF,"$91,171",8,"$18,168",8,1/30,-
398,Beasts of No Nation,BST,"$90,777",31,"$51,003",31,10/16,10/29
399,Hero (2015),Eros,"$88,675",53,"$58,445",53,9/11,9/24
400,Sunshine Superman,Magn.,"$88,097",21,"$8,991",3,5/22,-
401,Tab Hunter Confidential,TFC,"$85,812",9,"$9,945",2,10/16,-
402,Trace Amounts,Gathr,"$80,735",7,N/A,N/A,1/2,10/27
403,Heaven Knows What,RTWC,"$80,734",14,"$16,862",2,5/29,8/6
404,Nasty Baby,Orch.,"$79,800",18,"$8,023",2,10/23,11/15
405,Blackbird,Imag.,"$78,400",13,"$45,834",13,4/24,5/17
406,Batkid Begins,WB,"$74,709",14,"$19,437",4,6/26,8/6
407,Dragon Blade,LGP,"$74,068",14,"$30,346",14,9/4,9/24
408,The Wonders,Osci.,"$73,378",15,N/A,N/A,10/30,1/7
409,Freaks of Nature,Sony,"$70,958",107,"$42,713",107,10/30,11/12
410,Predestination,VE,"$68,372",20,"$44,028",20,1/9,1/29
411,I Am Big Bird,Trib.,"$67,845",17,"$10,000",1,5/6,7/9
412,The Messenger (2015),KL,"$67,816",9,N/A,N/A,12/4,-
413,Turbo Kid,EpicPics,"$67,132",31,"$31,428",26,8/28,10/4
414,People Places Things,TFA,"$67,046",19,"$31,262",19,8/14,-
415,Eden,BG,"$65,460",15,"$18,987",3,6/19,7/16
416,The Duke of Burgundy,IFC,"$64,521",10,"$11,902",3,1/23,3/22
417,The Office,CL,"$63,675",15,"$34,144",15,9/18,10/4
418,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Magn.,"$62,660",22,"$5,254",1,9/25,11/26
419,Flowers,MBox,"$61,568",5,"$6,572",1,10/30,1/28
420,Only You,CL,"$61,565",13,"$27,311",13,7/24,-
421,Dark Star: H.R. Giger's World,Icar.,"$61,044",10,"$8,349",5,5/15,9/7
422,Girlhood (2015),Strand,"$60,765",5,"$7,667",2,1/30,5/14
423,Jauja,CGld,"$60,231",3,"$8,314",2,3/20,10/4
424,Gueros,KL,"$60,114",5,N/A,N/A,5/20,11/26
425,Cooties,LGP,"$60,058",29,"$33,031",29,9/18,10/1
426,I Smile Back,BG,"$58,738",18,"$15,758",2,10/23,10/23
427,Rififi (2015 re-release),Rialto,"$57,749",2,"$17,396",2,9/2,12/3
428,Entertainment,Magn.,"$55,506",9,"$5,132",2,11/13,1/21
429,The Search for General Tso,IFC,"$54,275",13,"$9,336",2,1/2,2/19
430,The Ark of Mr. Chow,CL,"$54,075",12,"$22,583",12,6/19,7/9
431,Beloved Sisters,MBox,"$54,030",9,"$19,704",9,1/9,4/16
432,Aloft,SPC,"$53,086",17,"$2,116",2,5/22,8/13
433,The Quay Brothers in 35mm,Zeit.,"$51,858",2,"$16,995",1,8/19,10/22
434,We Come As Friends,BBC,"$50,921",8,N/A,N/A,8/14,-
435,The Yes Men Are Revolting,Orch.,"$50,190",20,"$12,462",10,6/12,7/30
436,The Advocate: A Missing Body,CJ,"$50,162",9,"$19,770",9,10/23,11/5
437,Heist (2015),LGP,"$50,136",24,"$28,688",24,11/13,11/26
438,Spring (2015),Drft.,"$49,970",15,"$19,675",12,3/20,5/21
439,Difret,TA,"$49,667",4,"$6,777",1,10/23,-
440,Red Herring,Indic.,"$49,480",28,"$27,804",28,10/30,11/26
441,The Seven Five,IFC,"$48,869",5,"$14,785",2,5/8,5/28
442,Bangistan,Eros,"$48,694",41,"$34,263",41,8/7,8/20
443,Appropriate Behavior,Grav.,"$46,912",11,"$19,114",11,1/16,2/22
444,Shanghai,Wein.,"$46,425",103,"$26,604",103,10/2,10/15
445,Beyond the Reach,RAtt.,"$45,895",27,"$30,287",27,4/17,4/30
446,Lost River,WB,"$45,431",3,"$20,828",3,4/10,4/30
447,Mr. X,FIP,"$44,995",52,"$30,097",52,4/17,4/23
448,The Salvation,IFC,"$44,903",28,"$4,651",2,2/27,4/2
449,River of Fundament,ICir,"$44,840",2,"$9,938",1,12/4,-
450,Madame Bovary,Alc,"$44,235",15,"$20,841",15,6/12,6/21
451,Charlie's Country,MR,"$42,937",8,"$5,340",4,6/5,10/15
452,Breathe,FM,"$42,297",13,"$5,063",1,9/11,12/17
453,Pearl Button,KL,"$42,166",5,N/A,N/A,10/23,3/17
454,Nowitzki,Magn.,"$41,340",4,"$20,049",4,7/10,8/6
455,Queen and Country,BBC,"$41,297",9,"$5,954",1,2/18,3/5
456,Censored Voices,MBox,"$41,260",6,"$6,153",2,11/20,1/28
457,The New Rijksmuseum,FRun,"$40,578",5,"$2,631",3,6/19,10/15
458,The Phone,CJ,"$40,516",11,"$3,824",1,11/6,11/22
459,What Our Fathers Did: A Nazi Legacy,Osci.,"$40,119",14,"$8,132",2,11/6,11/26
460,Prophet's Prey,SHO,"$39,347",9,"$5,000",1,9/18,11/5
461,Lila & Eve,Gold.,"$38,263",22,"$21,806",22,7/17,8/6
462,Match,IFC,"$37,285",9,"$6,000",3,1/14,2/19
463,Before We Go,RTWC,"$37,151",21,"$18,630",21,9/4,10/1
464,The Mafia Only Kills in Summer,Distrib.,"$37,134",5,N/A,N/A,3/6,5/10
465,Grey Gardens (2015 re-release),Jan.,"$36,923",1,"$13,845",1,3/6,3/19
466,Knock Knock,LGP,"$36,336",22,"$18,623",22,10/9,10/22
467,Kindergarten Teacher,KL,"$36,190",4,N/A,N/A,7/31,12/31
468,Welcome to Leith,FRun,"$36,010",5,"$3,707",1,9/9,12/17
469,Finders Keepers (2015),Orch.,"$35,555",32,"$5,740",5,9/25,11/1
470,Wild City,WGUSA,"$34,866",11,"$17,181",11,7/31,8/13
471,The Forbidden Room,KL,"$34,404",5,N/A,N/A,10/7,3/10
472,Pierrot le fou (2015 re-issue),Rialto,"$34,371",1,"$7,922",1,12/18,3/3
473,The Winding Stream,Argo.,"$33,420",3,"$3,660",3,12/16,-
474,Song One,TFA,"$32,251",27,"$20,200",27,1/23,2/5
475,Love Forecast,CJ,"$32,211",1,"$11,600",1,1/23,2/8
476,Amira & Sam,Drft.,"$31,849",10,"$15,535",9,1/30,3/8
477,"Out 1, noli me tangere",CFilms,"$31,539",4,"$12,537",4,11/6,12/13
478,Don Verdean,LGP,"$31,309",40,"$12,907",40,12/11,12/24
479,"3 1/2 Minutes, 10 Bullets",Part.,"$30,407",8,"$2,238",1,6/19,9/7
480,Runoff,Mont.,"$30,186",6,"$9,515",1,6/26,9/3
481,Paul Taylor: Creative Domain,INDEP,"$30,168",7,"$8,150",1,9/11,12/31
482,Paulette,Cohen,"$29,494",2,"$8,882",1,8/14,9/13
483,Rebels of the Neon God,BWP,"$28,791",4,N/A,N/A,4/10,7/23
484,Americons,AD,"$28,782",14,"$14,404",14,1/23,2/5
485,Hard to Be a God,KL,"$28,608",3,N/A,N/A,1/30,6/7
486,The Nightmare,Grav.,"$28,281",16,"$13,363",16,6/5,7/5
487,"Like Sunday, Like Rain",Mont.,"$28,208",6,"$1,082",2,3/6,5/7
488,7 Chinese Brothers,Scre.,"$28,180",8,N/A,N/A,8/28,9/24
489,Bikes vs Cars,KL,"$28,072",2,N/A,N/A,12/4,-
490,The Cut,Strand,"$28,066",5,"$5,327",5,9/18,11/19
491,Sembene!,KL,"$28,059",3,N/A,N/A,11/13,-
492,The Keeping Room,Drft.,"$27,166",10,"$4,328",2,9/25,12/3
493,Tap World,Vita.,"$26,747",3,"$8,714",3,7/10,8/16
494,Peace Officer,SD,"$26,632",11,N/A,N/A,9/16,10/11
495,The Army of Shadows (2015 re-release),Rialto,"$25,450",1,"$8,112",1,8/26,10/22
496,Rediscover Sautet,Rialto,"$25,314",1,N/A,N/A,6/12,-
497,Love At First Fight,Strand,"$25,229",7,"$3,187",2,5/22,7/30
498,R100,Drft.,"$24,956",11,"$7,263",10,1/23,-
499,Olvidados (Forgotten),Libre,"$24,638",1,"$2,791",1,9/18,12/3
500,Big Game,EC,"$24,572",11,"$16,909",11,6/26,7/2
501,Kill Me Three Times,Magn.,"$24,296",16,"$15,477",16,4/10,5/14
502,Unexpected,TFA,"$23,986",32,N/A,N/A,7/24,9/23
503,Can't Stand Losing You: Surviving the Police,Libre,"$23,262",5,"$5,656",2,3/20,5/10
504,"Hippocrates, Diary of a French Doctor",Distrib.,"$23,050",2,"$5,908",1,6/19,8/20
505,Court,Zeit.,"$22,898",2,"$4,806",1,7/15,8/6
506,Salut D'Amour,CJ,"$22,480",1,"$6,514",1,4/10,4/26
507,Metropolitan (2015 re-release),Rialto,"$22,284",3,"$7,554",1,8/7,12/17
508,Slow Learners,IFC,"$22,272",6,$948,1,8/19,9/24
509,Princess Cut,WMP,"$22,167",4,N/A,N/A,7/28,12/3
510,Animals (2015),Osci.,"$21,821",11,"$14,471",10,5/15,6/4
511,Noma - My Perfect Storm,Magn.,"$21,130",5,"$2,987",4,12/18,1/21
512,Consumed,Gathr,"$20,476",3,N/A,N/A,11/10,-
513,Boy Meets Girl (2015),Bram.,"$20,441",4,"$5,306",1,2/6,3/26
514,"Love, Rosie",TFA,"$20,431",15,"$14,893",15,2/6,2/12
515,Futuro Beach,Strand,"$20,262",4,"$3,324",1,2/27,5/14
516,Friends and Romans,Pala.,"$20,136",14,N/A,1,10/23,11/26
517,Forbidden Games (1952),Rialto,"$19,889",1,"$4,316",1,4/24,9/3
518,Wild Canaries,IFC,"$19,777",4,"$2,683",1,2/25,3/22
519,Misery Loves Comedy,Trib.,"$19,634",8,"$5,300",1,4/24,6/4
520,Going Away,Cohen,"$19,501",1,"$7,714",1,10/2,10/15
521,A Hard Day,KL,"$19,004",2,N/A,N/A,7/17,11/29
522,The Challenger,WinD,"$19,003",28,"$12,246",28,9/11,9/20
523,Ardor,Part.,"$18,565",17,"$13,726",17,7/17,7/26
524,Gabo: The Creation of Gabriel Garcia Marquez,Icar.,"$18,467",4,"$1,432",1,10/1,-
525,The Little Death,Magn.,"$18,238",4,"$3,118",2,6/26,-
526,Gangnam 1970,CJ,"$18,022",1,"$18,022",1,2/6,2/8
527,The Other One,Indic.,"$17,727",6,"$11,718",6,6/26,10/8
528,Mediterranea,IFC,"$17,663",2,"$5,846",2,11/20,11/22
529,Trash,FCW,"$17,484",17,"$10,230",17,10/9,10/15
530,Strangerland,Alc,"$17,472",15,"$17,472",15,7/10,7/12
531,Great Museum,KL,"$17,048",1,N/A,N/A,7/3,7/9
532,Eastern Boys,FRun,"$16,831",2,"$5,726",1,2/27,5/7
533,Extraction,LGP,"$16,775",13,"$10,948",13,12/18,12/24
534,Eva,Wein.,"$16,738",50,"$10,395",50,3/13,3/19
535,This Changes Everything,Abr.,"$16,692",1,"$9,770",1,10/3,10/8
536,The World of Kanako,Drft.,"$16,627",12,"$6,834",11,12/4,-
537,Who Took Johnny,Rum.,"$16,595",2,"$7,666",1,4/24,5/7
538,Life in a Walk,Gathr,"$16,557",1,N/A,N/A,9/2,12/3
539,The Human Centipede 3 (Final Sequence),IFC,"$16,184",23,N/A,2,5/22,6/7
540,Can You Dig This,Gathr,"$15,909",13,N/A,N/A,11/27,-
541,Full Moon in Paris,FM,"$15,726",1,"$5,040",1,4/17,7/9
542,Number One Fan,Distrib.,"$15,549",1,"$1,023",1,9/4,10/29
543,Cheatin',Ply,"$15,077",10,N/A,N/A,4/3,5/7
544,Zombeavers,Free,"$14,947",11,"$8,163",11,3/20,4/5
545,Gloria (2015),PH,"$14,701",3,"$7,930",3,7/17,9/24
546,10 Days in a Madhouse,CafeP,"$14,616",10,"$4,773",1,11/11,11/22
547,Buzzard,Osci.,"$14,591",11,"$8,031",11,3/6,3/19
548,The Hallow,IFC,"$13,906",8,"$1,559",1,11/6,11/22
549,Backcountry,IFC,"$13,848",1,"$1,005",1,3/20,-
550,Amour Fou,FM,"$13,702",3,"$4,385",3,3/18,6/4
551,Eli,Eros,"$13,547",18,"$7,098",18,6/19,6/28
552,Yakuza Apocalypse,Gold.,"$12,756",1,N/A,N/A,10/9,11/1
553,"10,000 Km",BG,"$12,423",11,"$8,941",11,7/10,7/16
554,The Armor of Light,FFS,"$12,267",26,N/A,N/A,10/30,11/5
555,Arabian Nights: Volume 1 - The Restless One,KL,"$12,260",3,N/A,N/A,12/4,-
556,Wa-shoku: Beyond Sushi,UTMW,"$12,240",1,"$5,582",1,4/10,4/30
557,Murder in the Park,IFC,"$12,088",3,"$1,310",1,6/26,7/16
558,Little England,Crnth,"$12,077",1,"$5,775",1,5/17,7/23
559,Of Horses and Men,MBox,"$11,894",2,"$9,565",1,3/6,4/23
560,Dreams Rewired,Icar.,"$11,843",4,N/A,N/A,11/12,-
561,Emptying the Skies,MBox,"$11,811",2,"$4,818",2,4/22,4/30
562,Marie's Story,FM,"$11,720",8,N/A,N/A,5/1,-
563,Kidnapping of Michel Houellebecq,KL,"$11,546",1,N/A,N/A,3/25,6/28
564,The Devil's Violinist,Free,"$11,294",10,"$8,013",10,1/30,2/5
565,1001 Grams,KL,"$10,983",1,N/A,N/A,5/8,10/29
566,Just Before I Go,Anch.,"$10,970",2,"$8,129",2,4/24,5/21
567,Digging Up the Marrow,HF,"$10,969",1,N/A,N/A,2/12,2/22
568,Mala Mala,Strand,"$10,761",2,"$2,569",2,7/1,10/1
569,Empire of Lust,CJ,"$10,654",1,"$2,230",1,3/6,3/26
570,The Forecaster,FOR,"$10,172",1,N/A,N/A,3/27,4/16
571,Little Accidents,Ampl.,"$10,071",17,"$8,649",17,1/16,1/19
572,The Mind of Mark DeFriest,CDF,"$10,021",6,N/A,N/A,3/6,3/19
573,Still Life (2015),Trib.,"$9,481",5,N/A,N/A,1/16,2/12
574,"One Cut, One Life",FRun,"$9,406",2,"$4,127",2,5/13,8/27
575,Cupcakes,Strand,"$9,129",3,"$2,570",1,3/27,5/14
576,The Lesson,FM,"$9,045",1,N/A,N/A,3/4,5/28
577,Station to Station,SD,"$9,000",1,"$9,000",1,8/21,8/23
578,An Eye for Beauty,MR,"$8,994",2,"$5,248",1,8/28,-
579,Butterfly Girl,Indic.,"$8,956",2,"$4,326",2,4/3,9/24
580,Northern Soul,Free,"$8,886",10,"$6,786",10,10/2,10/8
581,B-Side,Indic.,"$8,870",3,"$6,544",3,7/10,8/30
582,The Pardon,Mont.,"$8,845",3,"$1,418",1,6/26,-
583,Paul Coelho's Best Story,MBox,"$8,808",5,"$5,295",5,7/31,-
584,Dawn of the Crescent Moon,Indic.,"$8,799",3,"$6,411",3,7/24,8/30
585,Meet Me in Montenegro,Orch.,"$8,612",10,"$5,010",10,7/10,7/30
586,Farewell to Hollywood,ICir,"$8,601",3,$572,1,2/25,4/23
587,Counting,CGld,"$8,374",1,"$4,904",1,7/31,10/1
588,The Girl in the Book,Free,"$8,245",10,"$5,249",10,12/11,12/17
589,A Fool (Yi ge shao zi),CL,"$8,212",2,"$5,741",2,11/27,12/3
590,Jellyfish Eyes,Jan.,"$8,176",1,"$1,927",1,7/15,7/30
591,Every Thing Will be Fine,IFC,"$8,034",2,"$1,428",2,12/4,-
592,Steak (R)evolution,KL,"$8,025",7,N/A,N/A,7/17,10/15
593,Straight Outta Tompkins,Indic.,"$8,022",2,"$4,011",2,3/6,10/5
594,Gone Doggy Gone,Indic.,"$8,001",2,"$5,625",2,6/26,8/30
595,One Small Hitch,Free,"$7,965",10,"$5,328",10,2/6,2/12
596,Kilo Two Bravo,Hon,"$7,891",11,N/A,N/A,11/13,11/19
597,The Great Man,Distrib.,"$7,814",1,"$2,482",1,8/14,9/3
598,The Riot Club,IFC,"$7,734",5,"$2,188",1,3/27,4/19
599,Area 51,PARAIN,"$7,556",16,"$7,556",16,5/15,5/17
600,On the Way to School,Distrib.,"$7,424",2,N/A,N/A,2/6,4/9
601,Rubble Kings,Sab.,"$7,416",3,N/A,N/A,6/19,6/25
602,The Film Critic,MBox,"$7,358",2,$839,2,5/15,-
603,The Dinner,FM,"$7,282",2,$805,1,8/7,9/24
604,Antarctic Edge,FRun,"$7,193",1,"$3,131",1,4/17,6/18
605,Li'l Quinquin,KL,"$7,192",2,"$3,204",1,1/2,7/30
606,Hungry Hearts,IFC,"$6,921",6,"$1,869",2,6/5,7/2
607,The Sisterhood of Night,Free,"$6,870",10,"$5,264",10,4/10,4/16
608,Steve McQueen: The Man & Le Mans,FR,"$6,843",2,"$4,079",2,11/13,11/19
609,Capture the Flag,Par.,"$6,690",20,"$6,690",20,12/4,12/6
610,Horse Money,CGld,"$6,508",1,"$3,409",1,7/24,-
611,The Suicide Theory,Free,"$6,434",10,"$5,229",10,7/10,7/16
612,Arabian Nights: Volume 2 - The Desolate One,KL,"$6,398",3,N/A,N/A,12/11,-
613,Alleluia,MBox,"$6,334",3,"$2,712",3,7/17,8/20
614,The Night of the Shooting Stars (Re-issue),Cohen,"$6,186",1,"$4,414",1,8/12,-
615,Barely Lethal,A24,"$6,075",22,N/A,N/A,4/30,6/28
616,Marquise of O,FM,"$6,048",2,N/A,N/A,3/27,9/3
617,"Sex, Death and Bowling",Mont.,"$5,972",3,$50,1,10/30,12/10
618,Gabriel,Osci.,"$5,917",3,"$2,124",1,6/19,7/9
619,Medeas,TVC,"$5,895",2,"$3,025",1,1/16,3/22
620,Top Spin,FRun,"$5,858",4,"$2,177",1,8/21,12/3
621,Shout Gladi Gladi,ICir,"$5,839",2,"$5,046",2,10/2,10/15
622,Black November,P4,"$5,782",N/A,N/A,N/A,1/9,-
623,The Wanted 18,KL,"$5,680",2,"$4,973",2,6/19,10/15
624,Tu Dors Nicole,Kino,"$5,662",1,N/A,N/A,5/29,10/29
625,This Isn't Funny,CFF,"$5,654",1,$690,1,11/6,11/12
626,Chic!,Distrib.,"$5,587",1,$587,1,5/1,5/7
627,Our Man in Tehran,FRun,"$5,573",3,"$1,640",1,5/15,-
628,The Living,Mont.,"$5,514",4,$74,1,4/3,6/11
629,Far from Men,Trib.,"$5,336",2,N/A,N/A,5/1,5/14
630,She's Lost Control,MR,"$5,319",1,$900,1,3/20,5/21
631,From Mayerling to Sarajevo (2015 re-issue),FDesk,"$5,247",1,"$5,247",1,3/27,3/29
632,The Dead Lands,Magn.,"$5,240",3,"$1,327",3,4/17,5/7
633,The Princess of France,CGld,"$5,212",1,N/A,N/A,6/26,10/1
634,Death Valley,Indic.,"$5,211",2,"$4,344",2,10/16,10/25
635,On War,Indic.,"$5,086",2,"$2,210",1,11/20,3/24
636,A Reason,Indic.,"$5,010",3,"$1,690",3,8/28,10/8
637,SBK The-Movie,HanM,"$4,950",6,"$2,650",6,4/3,4/9
638,Gerontophilia,Strand,"$4,916",1,"$1,927",1,5/1,5/28
639,Guidance,Strand,"$4,900",2,N/A,N/A,8/21,10/1
640,Miss Hill: Making Dance Matter,FRun,"$4,706",1,"$2,560",1,1/23,3/5
641,Jenny's Wedding,IFC,"$4,704",2,"$2,254",2,7/31,8/20
642,Against the Sun,TAFC,"$4,646",11,"$3,023",11,1/23,1/29
643,Ashby,TFA,"$4,631",15,"$4,631",15,9/25,9/27
644,Seeds of Time,KL,"$4,630",2,N/A,N/A,5/22,6/11
645,Arabian Nights: Volume 3 - The Enchanted One,KL,"$4,502",3,N/A,N/A,12/18,-
646,The Summer of Sangaile,Strand,"$4,480",2,$453,1,11/20,2/25
647,"Farewell, Herr Schwarz",KL,"$4,445",2,N/A,N/A,1/9,1/15
648,Club Life,Orch.,"$4,444",7,N/A,N/A,5/29,6/18
649,Back to the Jurassic,CJ,"$4,351",8,N/A,N/A,6/12,6/18
650,Days of Grace,Libre,"$4,308",1,"$2,213",1,5/1,5/17
651,Set Fire to the Stars,Strand,"$4,280",3,"$1,132",1,6/12,7/16
652,La Navaja de Don Juan,Indic.,"$4,254",2,"$2,330",2,10/9,10/25
653,Three Night Stand,Free,"$4,076",10,"$2,538",10,1/16,1/22
654,Salvation Army,Strand,"$3,929",1,"$2,433",1,1/23,2/5
655,Unfreedom,DFL,"$3,778",8,N/A,N/A,5/29,6/11
656,The Free Speech Apocalypse,PMD,"$3,726",5,N/A,N/A,11/5,11/7
657,In the Basement,Strand,"$3,643",1,$748,1,11/6,12/10
658,Fidelio: Alice's Odyssey,FRun,"$3,580",2,$454,1,7/17,10/8
659,That Sugar Film,Gold.,"$3,500",10,"$3,500",10,7/31,-
660,Hyena,Trib.,"$3,401",6,N/A,N/A,5/1,5/21
661,Mi America,IH,"$3,330",1,"$3,330",1,10/16,10/18
662,Know How,FRun,"$3,323",2,"$2,414",2,5/15,5/21
663,Drunk Wedding,PARAIN,"$3,301",16,"$3,301",16,5/22,5/24
664,Windsor Drive,Indic.,"$3,256",2,"$2,160",2,8/28,-
665,blackhats (2015),R1,"$3,216",1,"$2,482",1,10/23,10/29
666,Xenia,Strand,"$3,181",3,$358,1,10/9,12/10
667,The Iron Ministry,Icar.,"$3,159",3,$896,3,8/21,12/20
668,Moana With Sound (2015 re-issue),KL,"$2,993",4,"$2,274",1,11/13,2/25
670,Julia (2015),TD,"$2,710",5,"$2,110",5,10/23,10/29
669,Chocolat (2015 re-release),FILMDESK,"$2,710",1,"$2,710",1,9/18,9/20
671,Body,Osci.,"$2,634",1,"$2,457",1,12/11,12/17
672,Hayride 2,Free,"$2,571",10,"$1,668",10,3/6,3/12
673,L.A. Slasher,AD,"$2,421",7,"$2,421",7,6/26,6/28
674,Anita Ho,Indic.,"$2,250",1,"$2,250",1,2/27,3/1
675,The Lady in the Car with Glasses and a Gun,Magn.,"$2,167",2,$297,2,12/18,1/21
676,Me You and Five Bucks,Indic.,"$2,105",2,$862,2,9/25,10/15
677,Sneakerheadz,SD,"$1,903",3,"$1,903",3,8/7,-
678,The Other Man: F.W. de Klerk and the End of Apartheid in South Africa,FRun,"$1,747",1,"$1,153",1,2/6,2/12
679,Dark Forest,ZKS,"$1,739",1,"$1,739",1,8/21,8/23
680,The Looking Glass,FRun,"$1,711",2,$107,2,10/23,12/3
681,Drown,Strand,"$1,631",1,$860,1,8/28,11/22
682,Cut Snake,Mont.,"$1,625",3,$55,1,10/7,11/15
683,Forever (2015),Mont.,"$1,598",1,N/A,N/A,9/11,10/15
